instances/b01.stp,PF,2.25,2408,82
instances/b02.stp,PF,2.279,3612,83
instances/b03.stp,PF,2.406,7224,138
instances/b04.stp,PF,2.28,3592,59
instances/b05.stp,PF,2.475,5388,61
instances/b06.stp,PF,3.565,10776,122
instances/b07.stp,PF,2.338,5400,111
instances/b08.stp,PF,2.522,8100,104
instances/b09.stp,PF,2.864,16650,220
instances/b10.stp,PF,3.152,8088,86
instances/b11.stp,PF,5.383,12132,88
instances/b12.stp,PF,9.166,24938,174
instances/b13.stp,PF,2.693,9584,165
instances/b14.stp,PF,3.147,14376,235
instances/b15.stp,PF,3.88,29351,318
instances/b16.stp,PF,7.484,14384,127
instances/b17.stp,PF,10.827,21576,131
instances/b18.stp,PF,21.047,44051,218
